NeuralResponses1,NeuralResponses2,NeuralResponses3,NeuralResponses4,NeuralResponses5,NeuralResponses6,NeuralResponses7,NeuralResponses8,NeuralResponses9,NeuralResponses10,NeuralResponses11,NeuralResponses12,NeuralResponses13,NeuralResponses14,NeuralResponses15,NeuralResponses16,NeuralResponses17,NeuralResponses18,NeuralResponses19,NeuralResponses20,NeuralResponses21,NeuralResponses22,NeuralResponses23,NeuralResponses24,NeuralResponses25,NeuralResponses26,NeuralResponses27,NeuralResponses28,NeuralResponses29,NeuralResponses30,NeuralResponses31,NeuralResponses32,NeuralResponses33,NeuralResponses34,NeuralResponses35,NeuralResponses36,NeuralResponses37,NeuralResponses38,NeuralResponses39,NeuralResponses40,NeuralResponses41,NeuralResponses42,NeuralResponses43,NeuralResponses44,NeuralResponses45,NeuralResponses46,NeuralResponses47,NeuralResponses48,NeuralResponses49,NeuralResponses50,NeuralResponses51,NeuralResponses52,NeuralResponses53,NeuralResponses54,NeuralResponses55,NeuralResponses56,NeuralResponses57,NeuralResponses58,NeuralResponses59,NeuralResponses60,NeuralResponses61,NeuralResponses62,NeuralResponses63,NeuralResponses64,NeuralResponses65,NeuralResponses66,NeuralResponses67,NeuralResponses68,NeuralResponses69,NeuralResponses70,NeuralResponses71,NeuralResponses72,NeuralResponses73,NeuralResponses74,NeuralResponses75,NeuralResponses76,NeuralResponses77,NeuralResponses78,NeuralResponses79,NeuralResponses80,NeuralResponses81,NeuralResponses82,NeuralResponses83,NeuralResponses84,NeuralResponses85,NeuralResponses86,NeuralResponses87,NeuralResponses88,NeuralResponses89,NeuralResponses90,NeuralResponses91,NeuralResponses92,NeuralResponses93,NeuralResponses94,NeuralResponses95,NeuralResponses96,NeuralResponses97,NeuralResponses98,NeuralResponses99,NeuralResponses100
5.39345125573267,-0.636022610134313,6.33556813457198,9.10895577568893,11.6135189293417,1.27850435017539,4.78697065511513,8.26021091508227,4.28638596336054,2.9223072375787,1.93685354703248,2.25751756525908,5.33886745516531,1.73838124158932,3.74016768720064,5.12375506887347,10.4374153694622,8.79779390642221,8.79357108342996,2.11003945148899,5.98303230313253,4.28774983623024,4.75081001331916,5.09337088883386,3.29380207263416,6.23425752583261,5.96515045088318,2.37863932780816,4.63889104435813,-0.159783116710723,3.50946823084861,9.49263693303747,4.03037962459562,6.80871703087349,2.23463272740489,3.43125407753243,9.32634601367866,13.8059345311515,3.35092599708122,6.26201179208004,4.7460587867189,-0.11419004240101,7.17613913874535,3.88534645216109,3.23762722196169,8.22675346827286,0.738247150576238,1.11767811747512,4.34508633127568,6.83235108301028,4.46039456483687,3.67977456044954,4.83277860048262,6.142923103744,4.34019152120796,5.70743308763856,6.04363680067528,4.26707992142925,2.24883788291972,2.97032905705455,7.10880917078609,6.47314071502631,6.71808743999662,5.35503367900153,7.75818475611436,0.605637168973317,3.32145901870983,1.54839184042731,3.51544654730852,2.05531450033624,5.21690334465154,4.6999200156007,3.79675830472199,2.81719680605431,0.553715348887175,6.65710958203486,7.76865605447011,-0.20983028453619,3.46092604716023,7.0257072311089,3.34738024052281,6.22493473020732,-0.0648496319961247,5.52233059039328,6.95215683742097,0.0201133334053356,9.37061496254942,4.16064354811088,7.90080530726549,3.65503298823672,5.65071462118681,3.37555361972,-0.889825808557774,4.54308716716616,5.49340540118459,4.87817774538228,-1.03801609385741,5.79151770282219,3.57207434178369,6.24194354391719
1.88121141370353,4.88309276546776,4.06636176336059,5.52294800081078,4.19820507198297,5.86186212790234,3.55132960283247,3.29997624667076,5.21167767184581,-0.593678927119008,3.51973561968807,4.57727641575157,8.31344196037651,2.37255487197566,9.16629429494945,3.24992728447508,5.37802484433355,5.57699686671893,2.20064891193597,1.79175283829225,8.92508612686943,11.3844943639929,4.34565232783856,0.892034135049117,9.53530572428021,5.85754195487127,6.48961051759308,7.98389557917558,5.9525649265857,-0.173144199543581,6.92583687126049,6.21756746722607,10.8528391519103,5.94632214302695,5.79531041787689,1.77878776216457,13.1017379469682,8.40046379387941,3.28706415655976,1.67405296890424,-1.06834565840275,12.092162401792,0.153414324304137,5.65563837753922,4.5297024532707,4.5615722462886,0.61959152025084,4.93506153172188,0.0097987094986367,1.31753165349269,9.0906925680783,-0.201664785617808,6.47695792614011,4.9826317070276,5.53518323381548,3.73405177293032,6.15743562329702,8.53469993933565,2.1423535738863,2.22580734107335,1.63201809844416,7.03734248155485,5.29273802294835,0.575344087049881,6.02916845795046,3.1539891003427,4.0433807532048,3.50768746873623,10.2745708933362,1.2870877785071,10.0847133599466,1.63973136051028,2.74008111127601,7.86968278740006,7.0423562946788,6.1607807469592,2.58177317399655,8.47073272546383,5.79181777197027,4.57502783198896,6.26933240293242,1.32474875102807,6.21973525538512,0.275465809314234,4.49396042558571,0.202679141466539,4.08055738536004,5.42459176639766,6.60342947185991,5.62019835804948,5.06774951291646,4.27754877949485,3.06820283765197,0.0479612817250494,8.13746554047783,3.04006245231201,4.29634513106269,-1.22477600337067,2.05987814005142,3.86472666055822
7.86733589332254,6.48007432361531,6.12656990115157,-0.569807025024928,1.56760901449321,6.10032239447898,4.20907138866701,-1.58049828686918,7.19900909690243,1.31269760542561,1.92621942331644,4.17650762866537,4.01457117202252,2.70431637880981,-2.7580483818109,4.87279864826556,6.61540131205451,2.83989261327722,4.43042022235043,2.966527468462,-0.156635759720196,2.46230428543323,5.05950129405109,-3.39793310179058,0.253348798944005,4.07325465925474,3.79242160928358,4.96251561264879,2.92419066985837,2.41592259578816,0.849946863250131,6.67549995985825,3.617590127752,6.32288040769863,6.35398136848021,1.63830101534659,6.46664295207432,0.289481437860196,2.35416469844419,6.79115959316519,10.1961044748122,5.60532720690354,2.10425508544433,6.07227863875542,6.72690061130292,4.12406362870122,4.47144828413382,2.61539550645329,3.64437367448655,4.13919797638755,3.77860330071621,9.08242278873955,10.5581959915742,0.829538092170987,4.97113357051688,7.93574646018262,7.18824714115969,-1.88501454781576,9.863041286978,1.86523253486674,5.59668173438584,13.7520482456681,4.51483104035354,0.0284370255177109,6.74249110556798,-0.166898396123136,3.93096005803967,-2.21061112995161,3.68771760333411,5.60309577412472,2.81759946698004,-4.173187431231,4.82353116530743,7.43639121326018,8.57478190960391,3.53440630057657,6.32199297702806,-0.2158622208158,5.76877348442779,1.78426779382694,9.71684513477605,8.68648007470143,3.92179193056598,3.27519408785988,5.504983479554,5.5087119283983,-2.01961590775768,4.77145700226742,4.2408534759641,8.15441986074607,3.62429326900628,3.5042900640152,0.66868176432602,-2.01592834437549,1.43673356533755,0.153496063073894,8.65881213334401,5.32304728160248,1.42759739716424,9.32766516089139
-0.305300014524653,4.36777104114904,4.70737399461735,6.2937051862448,-0.544161263785953,6.5584713851922,8.86928450969935,8.83913949607852,4.4961779360013,-1.581210974799,6.17035182427712,3.34294554545489,2.95252962657863,6.26225519492193,8.54330261793857,8.24522589725297,8.06295859368129,2.17358608770346,7.0972003320142,7.01539526286139,3.71597595769985,5.22444162322941,9.88368460801901,7.25929334094795,9.23247510960559,6.37343703866203,9.21204074336609,-0.444223368250079,-1.38427884926449,1.0619272972264,3.69457346164737,-2.44157422204746,6.13440874335838,8.62021613537692,1.38664808308798,6.60691520716939,1.03656210080639,3.11077304119847,6.26296300812629,0.82401660283077,8.91439752033166,0.746448465683597,-0.651801631588605,4.05896000356403,7.58223418126174,8.85201009684808,6.83720886821995,0.553025965733988,4.75512607893575,9.41177485855606,3.54210616267353,5.06356689429688,4.8752125804173,2.33345544979756,1.58816085217122,9.77729669475292,2.52872754127682,7.74365409297796,6.86658259109849,0.216340252247608,2.4176998243315,5.78886947972401,5.87246658152364,4.68877495093835,2.77544925339792,7.92355954667896,4.72588296147517,4.36101304087044,9.76744059433541,2.65887794084938,7.2371288660657,7.55647960767951,5.92968463936253,4.24054369088441,6.19746441436966,6.80893625456385,1.57480134803098,-2.31358790528771,8.42691495321151,8.13475781616808,0.788576200365256,5.89881602443667,5.92724712222758,6.34851795426532,9.44943987928007,5.72463767007956,6.10629197648284,0.95007501839168,4.14793722485901,2.86881184935458,9.51947016503656,4.78780739325863,10.753415249799,8.38432771502528,5.02019832545071,6.09475910252515,7.08897354907948,3.82128613355567,0.327326532708205,-1.20249242909714
7.0117259253784,5.67729399958819,-2.4388292384048,-2.28288729341689,4.85048385967944,8.42462364893944,-2.23601004915423,6.15010720319865,5.79897168799814,0.378116932750895,8.43461983575446,4.54750294621653,-1.89323000654942,3.66275417437435,5.16294635735914,4.78931632792196,7.58865458440735,5.68523670947198,5.43302591101708,8.8185669303314,7.2239450904013,-0.0269548242127708,9.2788795395105,10.815860943059,8.21650989360685,5.9528304861958,-2.95518016895989,9.18897135187259,5.74449791290068,7.713632581811,4.99079172866392,6.44893983669666,6.79502124276695,-0.272081931488303,1.95764009809833,-0.97461210029721,6.89051147170799,3.10675424417361,5.68556532373344,3.73096587411545,1.69378305611688,5.46771162490308,8.44423190416504,5.74614763045904,2.90580411362607,2.10404603077255,-0.605223460479437,10.2786416726667,4.6335065671514,6.58498416531404,7.20210808685941,0.17441435849389,3.17350662971207,4.95114507095751,1.37762139412355,-0.80559503878035,5.83546287442696,6.48743520371163,0.558081418374595,3.13848822150838,-2.14648484717884,6.36424162169999,1.12096304676583,4.30411981998556,0.475636842440938,-0.142419556420101,3.31043753977083,6.87104846805787,3.15831888593138,0.870725491229328,1.40206768594018,8.75975124756963,3.2356256797304,-0.230806180362638,8.75452583750681,5.02750578158614,3.2085706755326,2.91403879989826,7.28047417057028,3.17691572405813,1.87556314752273,7.12105911672294,4.37960266463515,4.24673598640212,5.75796302886401,6.9664963266825,0.616313557014327,8.79434992531574,5.17926105580436,12.4696860328685,6.74189907078576,7.15467946945027,6.92540653050364,3.86520889011053,5.46070270752368,3.64340140442309,3.20333175573737,4.28855004565968,0.499473015376128,2.20848226521053
5.32577172978948,-1.14040536189791,3.40249666463314,4.70409651493597,4.55263055433879,8.27862570874843,0.020308407676116,1.10208703662653,9.73267657089687,2.37894280915999,3.90986904679766,6.34470259988564,1.94974352542262,1.31528467682849,8.93718174791579,-2.68057551331042,1.78384859918967,4.52827490367159,5.80315172237623,2.27563269350405,2.11096457380709,3.41025462349531,0.860481351457429,2.55501698606247,0.206831905940784,5.164289787281,2.53079085062473,3.33012871132648,1.49188766845427,1.67468352360163,3.28767018687621,0.977074373204692,3.87285398242739,3.03873102553824,3.50088657759752,1.61363008948776,12.552718910366,5.84611568926745,1.57320233043205,12.105968373971,2.56291874562902,6.3826090978933,1.6888770261014,1.79590830447423,7.06021466034352,3.05057015060123,10.8060950325824,1.88266814721846,3.72137004608362,0.375466535932681,3.03876486037605,2.48937089990247,5.41134713269449,3.94221688880834,2.01825810530801,-0.753752961314023,5.61697829488928,4.09193231765921,5.27771652262148,3.04585782343521,3.41873239397696,2.56106418466678,9.63143663260907,5.892414193575,3.74171498872925,7.85861239264779,3.54188916698887,4.80802636217002,-0.312663331370989,5.41945552446645,8.82875580301111,0.462643536141051,0.431850119218981,4.30636001596121,8.10179370899871,4.94631389737163,7.05203442853163,4.09942694663167,-1.59946803491712,4.58659041316412,8.68501766592853,5.57845716864732,4.77688796756058,3.15753404574154,5.93806838191362,8.79214348105088,7.50598696762769,7.41197011365126,7.72056089347085,6.02145489867697,3.98206889333383,-2.153781620662,5.2059062796971,3.5122416463866,-1.44029495736105,-1.21481730753104,6.87780621985131,7.71987272526016,4.37039909805211,2.51866316104866
4.4189569757657,2.23404125877406,2.95780804778099,0.0909437460027225,9.07397145478945,-0.364836869520886,4.52269609565905,2.65510205474367,3.30071588936028,2.90549723230817,6.59937764201329,8.86838471784363,-0.941555796244239,2.37624986274167,1.93412562925374,-1.39703822630328,8.39601986820972,3.90865596129759,2.02984959122586,8.72804073506343,3.19028636187144,3.8347509743603,7.78210971750652,9.01689818264824,4.65007897281529,2.95853872866526,1.66437957063968,8.96658161691402,2.81054167255883,5.20893699281407,4.11463286926252,2.07135192416488,9.1523032657529,3.09603236191403,2.21067369728065,10.3376893454524,7.36266426985468,1.25262100512822,7.12550913534826,2.41921028183977,-0.773847209382005,1.68183343018613,-1.07926933549709,4.8670108735392,5.00435978654994,-3.43075875455731,1.8434488979544,9.63435034036243,3.07388881495218,3.97173853600686,9.60863086931652,3.84008030459543,7.18064814137326,8.13398626871258,5.8538981269621,4.16079311226273,2.92179996368091,8.93701102302684,4.5530689902577,1.34741788646891,0.0420343588179741,5.51030940405874,6.5150720945749,0.346959381461644,4.98490318519561,5.79269587164029,7.38481292308387,3.47728128649362,1.29621372060497,7.24467051953487,8.26011021187483,7.20725453385526,3.97419026677836,7.80088560203309,2.86339785964593,4.39871844225477,5.06908295478426,2.21507509755226,9.75021866282323,5.6149842675382,3.66360393732072,5.75222058792743,2.66290081010493,5.37724424801703,7.50965838816434,8.64059149618272,8.11607052356723,2.17438079506043,9.41618119588625,2.32032001919764,6.53303738366045,10.4257901737835,16.2068981519261,2.16721197535807,4.5087432275487,2.04774104397437,5.34541085165691,0.209930750877987,0.965363289595508,2.2642178618143
7.24572572249371,5.90787070481873,1.14723742272535,5.96312381360675,5.25952561617296,4.26703286729067,4.13113595604532,8.75876097279069,0.847427072764179,1.16632976754242,0.285055709241793,1.31267505169523,5.56657543339789,3.41270519875263,-0.342876625251096,2.1637906367976,1.31592442049937,3.68428774721046,9.79952778538865,5.68997109435222,1.24576610910592,3.97629234142433,7.03718723619147,6.37368395223202,0.729432366371754,5.2479450984215,3.86668497295621,3.59975122397407,0.171956552194832,7.3764273377576,3.25540703841664,7.12354872982923,9.2674603949812,-0.810274016155512,4.73174931057992,0.968751325761804,6.95505995957934,6.84158162706429,0.467851817897927,3.78655510493905,8.70184531487315,5.17671380612223,2.08634197117547,5.70846235034096,0.923457747049751,4.89276161952614,6.80330241587964,5.25857405605994,7.29496108975266,4.82635316613808,9.42868799007991,7.36189339973714,0.585063371060134,9.53408337313398,5.17218637046706,3.07968687845162,6.33160544270978,5.90248934192165,0.890115150190059,8.29092381955678,4.42907645239114,8.79244051185754,6.44866561553388,3.80976906538763,6.56934291848358,0.292657175641732,5.95844618876233,-0.850901397297615,-3.68094085282598,6.46077913269632,10.1641006794135,9.65087350898324,1.1670298680091,1.06067138197535,1.80839615781904,5.50695935989051,5.38787548928802,4.91570899707884,7.2567645452938,2.81830013704158,3.44794963429534,7.33700204233704,-0.990497006929086,5.2803872723791,9.18362079934845,-3.57803656699243,0.120759683544936,7.60110313613197,6.29783809350935,4.89297573317555,13.5202859984153,4.21774215689458,6.38439709478903,8.23558827917993,2.87681778448737,3.67272429183276,7.76206751095833,-1.69562544490642,10.9600655165544,0.445227870733789
5.88323941804736,4.99620525676291,7.46766928277557,0.956127695962944,-1.66085770721586,6.63956891462731,3.94036854150932,7.29357086660919,4.03522285781938,3.54452457617964,2.40661629307094,4.41620547994896,5.31975859702883,4.65738606824271,1.94073774439901,6.68769580097225,5.02074342178986,6.45320266766845,-0.601956022085663,4.71876082471113,4.67958729417848,3.1027217394327,6.50776961700815,3.42895239885826,0.159151073863528,3.27046090779789,5.65673605965809,7.7099130643108,13.3991761901048,1.04008819240912,4.23091006775087,6.03752392620523,6.43826048268203,3.48102852618867,4.29873927517994,4.42902686297636,2.80798035185153,5.51879108615725,1.36997111333918,-1.53636478864935,5.80104914766106,2.54087420862672,4.40004263952184,7.5377599277275,-0.983496315731965,4.52498189716316,9.55229993302546,2.28971623369032,0.787780741072965,6.15066775956734,2.34232862501485,4.17090470749218,1.33117152696701,1.29187066851185,5.81414977478257,6.76761121876958,0.416729316638896,3.90825413057525,4.38056314425094,8.00216979971395,5.29326683385569,4.79874463542296,7.50412643593266,6.58383844606274,2.44490252682793,3.61133376854883,4.28512638561276,11.9173730971223,-1.8719990112806,1.65879668723416,6.26577899660969,8.60435916469538,5.57573524736357,6.44734398515193,4.85041133226362,3.15073284435926,4.40991796987623,1.15290840047349,10.1166623939768,1.50970659656815,9.66106349009601,7.76437495809557,3.63779950180525,1.63312810054374,4.99573701327166,8.42539128101097,4.15701088882813,6.64282180102168,9.34839958114145,1.22290725236467,8.39214715237273,8.15358829720016,0.661187416735183,7.47389257357581,6.18188353755446,6.42913212193541,5.65808931460023,7.17322928168052,3.4876121253149,6.93031927381796
3.37626332437727,6.44086399268885,6.17884994235778,5.90487799325773,7.40632515232313,3.93429729803146,4.48964812055343,-0.00723043446496696,1.69555724556965,5.36063341932193,5.95364277639737,10.0607951087095,2.0564344904259,11.0203694929307,7.25871480919574,3.17780011889093,5.79946111626315,1.41058665327535,2.36418179940109,1.11034527341231,8.35011439016311,-1.46645014417886,5.52587032004351,4.54160487595438,7.44413003905441,5.83121176023341,8.09438446425244,6.80328437669413,3.80159792998257,8.21928641324703,7.62903408979356,10.4525627809609,2.21121808877113,1.51645748909011,6.78145767310504,-2.02900318297311,3.65417150123395,2.84279886265097,9.03714214280899,1.98381888081543,6.77358990020833,1.56515282124094,7.42789931625703,7.18825267391482,4.07689475361508,8.35922692805958,5.57538342103503,6.99206381408418,5.53333242731727,10.4781299129473,10.3482396667728,2.60264500653658,3.12360041295976,3.16496031045248,1.46820729943708,2.86818369990399,5.73261806342825,3.91730744875149,5.59265021005056,5.37767163033158,3.79763615000799,7.37685552086278,5.23531839850157,1.58326838201493,2.00682028060879,7.59899350173938,0.271619920671066,1.31636301767238,4.51458622405733,10.0069530388417,1.8977586005141,7.04582641715852,7.90428897178487,3.8414302965204,7.70158792541926,3.15617862983424,-1.87573540128913,7.87148760273513,-1.2330788335248,3.21009401950338,1.84446013461457,6.11670951941962,8.0636927453086,4.2680735982365,1.94587479896794,9.33154288448194,-1.20014555212613,2.98123278434116,5.89158520966893,5.56455413452818,4.67167164540752,1.79620806620529,11.4156971896056,9.76853055491527,7.60680167040304,5.55586247404819,6.50939994201191,6.43272069547659,-0.24430836884721,-2.25986309791952
